user_input,response
quem sao os homenageados da FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia ja prestou homenagem a grandes nomes da literatura, como Cassandra Rios, Joao Silverio Trevisan e Caio Fernando Abreu. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiraflor.com.br."
quais autores ja foram convidados para a Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja recebeu como convidados nomes como Djamila Ribeiro e Milton Hatoum, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.feiradolivro.com.br."
onde acontece a Bienal PE?,A Bienal Internacional do Livro de Pernambuco e realizada em Recife (PE) - Centro de Convencoes.
quais eventos tem na Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivro.com.br proximo ao evento."
onde fica a FLIP?,A FLIP - Festa Literaria Internacional de Paraty e realizada em Paraty (RJ).
precisa pagar para entrar na Bienal PE?,"Os precos dos ingressos da Bienal Internacional do Livro de Pernambuco variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrope.com.br."
qual o endereco da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco acontece em: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Mais detalhes logisticos em www.bienaldolivrope.com.br."
qual o endereco da Feira do Livro da Unesp?,"O endereco da Feira do Livro da Unesp e: Rua Quirino de Andrade, 215 - Centro, Sao Paulo (SP) - CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informacoes de transporte e estacionamento, consulte www.livraria.unesp.br."
o que e a Bienal do Livro do Rio?,"A Bienal do Rio de Janeiro e um dos eventos mais aguardados do Rio, com lancamentos exclusivos e encontros com grandes autores brasileiros e internacionais. Acontece em Rio de Janeiro (RJ) - Riocentro no mes de setembro. Acesse www.bienaldorio.com.br para mais informacoes."
quero saber tudo sobre a Bienal do Livro SP,"A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Ocorre em julho em Sao Paulo (SP) - Pavilhao do Anhembi. Mais informacoes em www.bienaldolivro.com.br."
vale a pena ir na FLIC?,"A FLIC - Festa Literaria de Belo Horizonte e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
onde fica a Bienal Bahia?,A Bienal do Livro Bahia e realizada em Salvador (BA) - Centro de Convencoes.
o que e a Festival Literario Catarinense?,"A Festival Literario Catarinense e um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lancamentos e oficinas. Acesse www.festivalliterariosc.com.br para mais informacoes."
quais escritores costumam ir a Festa Literaria POA?,"A Festa Literaria de Porto Alegre ja recebeu como convidados nomes como Conceicao Evaristo, Milton Hatoum e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em festaliterariaportaalegre.com.br."
em que cidade e a Feira do Livro POA?,A Feira do Livro de Porto Alegre e realizada em Porto Alegre (RS) - Praca da Alfandega.
qual o local exato da Bienal PE?,"O endereco da Bienal Internacional do Livro de Pernambuco e: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrope.com.br."
quanto e o ticket da FLIP?,"Os precos dos ingressos da FLIP - Festa Literaria Internacional de Paraty variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flip.org.br."
quais escritores ja estiveram na Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja recebeu como convidados nomes como Djamila Ribeiro, Conceicao Evaristo e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrope.com.br."
quais as atividades da FLIP?,"A FLIP - Festa Literaria Internacional de Paraty costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flip.org.br proximo ao evento."
quanto custa o ingresso da Bienal Bahia?,"Os precos dos ingressos da Bienal do Livro Bahia variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrobahia.com.br."
quais autores foram homenageados na Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas ja prestou homenagem a grandes nomes da literatura, como Lygia Fagundes Telles, Rubem Braga e Guimaraes Rosa. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flipocos.com.br."
como chegar na Bienal PE?,"O endereco da Bienal Internacional do Livro de Pernambuco e: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrope.com.br."
qual o endereco completo da Festa Literaria POA?,"O endereco da Festa Literaria de Porto Alegre e: Usina do Gasometro - Av. Presidente Joao Goulart, 551 - Centro Historico, Porto Alegre (RS) - CEP 90010-310. Para informacoes de transporte e estacionamento, consulte festaliterariaportaalegre.com.br."
quais as atividades da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivrope.com.br proximo ao evento."
quais eventos tem na FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.feiraflor.com.br proximo ao evento."
quando e a Festival Literario SC?,"A Festival Literario Catarinense geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.festivalliterariosc.com.br."
me conta sobre a Bienal do Livro Bahia,"A Bienal do Livro Bahia e um dos maiores eventos literarios do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Acesse www.bienaldolivrobahia.com.br para mais informacoes."
qual e o local da Bienal do Livro SP?,A Bienal Internacional do Livro de Sao Paulo e realizada em Sao Paulo (SP) - Pavilhao do Anhembi.
qual a programacao da FLIC?,"A FLIC - Festa Literaria de Belo Horizonte costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flicbh.com.br proximo ao evento."
quais autores ja foram convidados para a Bienal Rio?,"A Bienal do Rio de Janeiro ja recebeu como convidados nomes como Djamila Ribeiro, Lygia Fagundes Telles e Conceicao Evaristo, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldorio.com.br."
me da o endereco da Festival Literario SC,"O endereco da Festival Literario Catarinense e: Centro Integrado de Cultura - Av. Irineu Bornhausen, 5600 - Agronomica, Florianopolis (SC) - CEP 88034-100 (CIC Florianopolis). Para informacoes de transporte e estacionamento, consulte www.festivalliterariosc.com.br."
como chegar na Feira do Livro POA?,"O endereco da Feira do Livro de Porto Alegre e: Praca da Alfandega, s/n - Centro Historico, Porto Alegre (RS) - CEP 90010-150. Para informacoes de transporte e estacionamento, consulte www.feiradolivro.com.br."
o que acontece na Feira do Livro POA?,"A Feira do Livro de Porto Alegre costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.feiradolivro.com.br proximo ao evento."
quem ja participou da Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas ja recebeu como convidados nomes como Conceicao Evaristo, Itamar Vieira Junior e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.flipocos.com.br."
falou,Ate logo! Espero ter ajudado. Continue participando das feiras literarias do Brasil!
o que acontece na FLIP?,"A FLIP - Festa Literaria Internacional de Paraty costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flip.org.br proximo ao evento."
qual a historia da Festival Literario SC?,"A Festival Literario Catarinense e um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lancamentos e oficinas. Acesse www.festivalliterariosc.com.br para mais informacoes."
o que acontece na FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.feiraflor.com.br proximo ao evento."
quero saber tudo sobre a Festa Literaria POA,"A Festa Literaria de Porto Alegre e um dos principais eventos literarios do Sul do Brasil, com intensa programacao de autores regionais e nacionais. Ocorre em novembro em Porto Alegre (RS). Mais informacoes em festaliterariaportaalegre.com.br."
o que sao feiras literarias?,"Feiras literarias sao eventos culturais voltados para livros, leitura e literatura. Reunem editoras, autores e leitores em um so lugar, com debates, lancamentos, oficinas e vendas. No Brasil ha feiras em todas as regioes do pais."
qual e o local da Feira do Livro POA?,A Feira do Livro de Porto Alegre e realizada em Porto Alegre (RS) - Praca da Alfandega.
quem foi homenageado na Festival Literario SC?,"A Festival Literario Catarinense ja prestou homenagem a grandes nomes da literatura, como Antonieta de Barros, Salim Miguel e Cruz e Sousa. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.festivalliterariosc.com.br."
qual o endereco da Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo acontece em: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Mais detalhes logisticos em www.bienaldolivro.com.br."
o que e a bienal?,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
qual a programacao da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivrope.com.br proximo ao evento."
tem bate-papo com autores na Festa Literaria POA?,"A Festa Literaria de Porto Alegre costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em festaliterariaportaalegre.com.br proximo ao evento."
qual o endereco completo da FLIC?,"O endereco da FLIC - Festa Literaria de Belo Horizonte e: Praca da Liberdade, s/n - Funcionarios, Belo Horizonte (MG) - CEP 30140-010 (Circuito Liberdade). Para informacoes de transporte e estacionamento, consulte www.flicbh.com.br."
me explica o que e a Bienal Bahia,"A Bienal do Livro Bahia e um dos maiores eventos literarios do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Acesse www.bienaldolivrobahia.com.br para mais informacoes."
quanto e o ticket da Bienal Rio?,"Os precos dos ingressos da Bienal do Rio de Janeiro variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldorio.com.br."
qual o endereco da Bienal do Rio de Janeiro?,"O endereco da Bienal do Rio de Janeiro e: Av. Salvador Allende, 6555 - Barra da Tijuca, Rio de Janeiro (RJ) - CEP 22783-127 (Riocentro, Pavilhao 3). Para informacoes de transporte e estacionamento, consulte www.bienaldorio.com.br."
quais sao as bienais do livro no brasil?,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
qual o endereco da Bienal PE?,"O endereco da Bienal Internacional do Livro de Pernambuco e: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrope.com.br."
por que a Flipocos e importante?,"A Flipocos - Festa Literaria de Pocos de Caldas e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
